samples	chr10:5799876	chr10:5801465	chr10:5801555	chr10:5801595	chr10:5801775	chr10:5801855	enhancer_sum	ENSG00000196372.11
TCGA-E9-A1R0_tumor	0.198842786	0.240006731	0.360010096	0.111631038	0.340474665	0.133957245	1.384922561	6.149726075
TCGA-E9-A1R2_tumor	0.340939219	0.367285191	0.385881909	0.697376944	0.316144215	0.520708118	2.628335596	4.823651701
TCGA-E9-A1R3_tumor	0.096239877	0.171093329	0.096239877	0.096239877	0.315185598	0.332027576	1.107026134	3.855317576
TCGA-E9-A1R4_tumor	0	0.420098484	0.224324433	0.226590518	0.489435127	0.248796189	1.609244751	4.198019398
TCGA-E9-A1R5_tumor	0.264380342	0.799289405	0.854624825	1.6323949	1.607801379	0.651728284	5.810219135	5.163711518
TCGA-E9-A1R6_tumor	0.343022767	0.559276251	0.24608155	0.771801226	1.040253826	1.338534493	4.298970113	5.62848883
TCGA-E9-A1R7_tumor	0.137176588	0.243488443	0.137176588	0.212623711	0.67216528	0.137176588	1.539807198	4.420604183
TCGA-E9-A1RA_tumor	0.604832121	0.928849329	1.257186766	0.976371853	1.188063095	0.751719922	5.707023086	5.063825951
TCGA-E9-A1RB_tumor	0.308138468	0.308138468	0.291019664	0.23721771	0.711653129	0.785019431	2.64118687	5.802925688
TCGA-E9-A1RC_tumor	0.553085289	0.893096738	0.911230682	1.201373784	0.947498569	1.457515742	5.963800804	5.729683457
TCGA-E9-A1RD_tumor	0.218173504	0.48909225	0.376225103	0.688085666	1.246705736	0.517862383	3.536144642	4.016505352
TCGA-E9-A1RE_tumor	0.190599487	0.288757646	0.305911565	0.11753637	0.313429557	0.131513383	1.347748008	4.286428839
TCGA-E9-A1RF_tumor	0.309612325	0.44397239	0.29500797	0.91715349	0.76818907	0.902549135	3.63648438	3.750833853
TCGA-E9-A1RG_tumor	0	0	0.168722702	0.168722702	0.337445404	0.168722702	0.84361351	5.429244372
TCGA-E9-A1RH_tumor	0.114041041	0.213826952	0.114041041	0.114041041	0.148253353	0.114041041	0.818244469	2.965690203
TCGA-E9-A1RI_tumor	0.445350408	0.358085801	0.439332159	0.138419721	0.881673442	0.72218985	2.985051381	4.689550027
TCGA-E9-A226_tumor	0	3.505639657	1.241148799	4.338229076	0	2.919119176	12.00413671	3.873921683
TCGA-E9-A227_tumor	0.11631567	0.392565386	0.529236298	0.686262453	0.407104845	0.11631567	2.247800322	4.969622404
TCGA-E9-A228_tumor	0.10563609	0.142608721	0.232399398	0.179581353	0.285217443	0.237681202	1.183124207	4.876978239
TCGA-E9-A229_tumor	0.248152673	0.248152673	0.329128809	0.357862276	0.63736055	0.64519695	2.465853931	5.162564805
TCGA-E9-A22A_tumor	0.105090061	0.470278024	0.105090061	0.105090061	0.412478491	0	1.198026698	4.602706431
TCGA-E9-A22B_tumor	0.110192845	0.286501396	0.247933901	0.426997273	0.479338875	0.181494227	1.732458517	4.197764663
TCGA-E9-A22D_tumor	0.097929197	0.130571936	0.097929197	0.246078445	0.359889799	0.164031405	1.096429979	4.995570833
TCGA-E9-A22E_tumor	0	0.269763658	0.192206394	0.42791303	0.399885637	0.470400849	1.760169568	3.934544756
TCGA-E9-A22G_tumor	0.334529898	0.44374394	0.64667562	0.478918764	1.875088722	1.504400187	5.283357131	3.962962997
TCGA-E9-A22H_tumor	0.270480868	0.368837547	0.445063973	0.681120004	0.47211206	0.663907585	2.901522037	4.758947763
TCGA-E9-A243_tumor	0.559921017	0.522723466	0.248636256	0.383722095	0.352397843	0.078310632	2.145711309	3.582647537
TCGA-E9-A244_tumor	0.408620655	0.649156219	1.138921401	1.683748942	1.733015262	0.765076972	6.378539451	5.333645029
TCGA-E9-A245_tumor	0	0.206043079	0.18731189	0.18731189	0.260607032	0.193354571	1.034628462	4.521018832
TCGA-E9-A247_tumor	0.110948514	0.24408673	0.114030663	0.363356382	0.909777812	0.865398406	2.607598507	5.948679711
TCGA-E9-A248_tumor	0.171784702	0.455682486	0.745908831	0.534341963	0.241403222	0.347186656	2.49630786	3.285136921
TCGA-E9-A249_tumor	0.459791509	1.139590784	0.828119116	0.882503058	0.541367422	0.672383283	4.523755172	5.35354883
TCGA-E9-A24A_tumor	0.229219059	0.658702499	0.455798604	0.711633949	0.461679876	0.923359753	3.44039374	5.778984796
TCGA-E9-A295_tumor	0	0.248650482	0	0.215850239	0.264191699	0.323775359	1.052467779	4.683068788
TCGA-E9-A2JS_tumor	0.477000772	0.265714232	0.403616555	0.541518878	0.750054098	0.269077703	2.706982238	4.073652493
TCGA-E9-A2JT_tumor	0.488685453	1.168882772	0.904728473	1.637756652	0.564328677	0.833737005	5.598119032	4.207466973
TCGA-E9-A3HO_tumor	1.119077722	0.48888037	0.530893527	1.344421018	0.660752375	1.436086087	5.580111099	5.240283914
TCGA-E9-A3Q9_tumor	0.135755119	0	0.135755119	0.135755119	0.529444965	0.135755119	1.072465441	5.748792706
TCGA-E9-A3QA_tumor	0.308461782	0.167707377	0.39830502	0.440231864	0.631897438	0.874474179	2.82107766	4.781032535
TCGA-E9-A3X8_tumor	0	0	0	0	0	0	0	5.348639266
TCGA-E9-A54X_tumor	0	0	0.205811309	0.205811309	0.205811309	0.205811309	0.823245236	4.964504886
TCGA-E9-A54Y_tumor	0	0	0	0	0	0	0	5.451919568
TCGA-E9-A5FK_tumor	0	0.173582949	0.173582949	0.173582949	0.173582949	0.173582949	0.867914745	4.613069731
TCGA-E9-A5FL_tumor	0	0	0.212868331	0.189730469	0	0.185102897	0.587701697	2.902118554
TCGA-E9-A5UO_tumor	0	0.174183237	0.174183237	0.174183237	0.548677195	0.544322614	1.61554952	4.300287562
TCGA-E9-A5UP_tumor	0.169170875	0.435615003	0.740122578	0.604785878	0.456761362	0.422927187	2.829382883	5.673871418
TCGA-E9-A6HE_tumor	0	0.136125859	0	0	0	0	0.136125859	5.399745014
TCGA-EW-A1IW_tumor	0.2412329	0.405709877	1.093771899	0.973155449	1.406278156	1.208905784	5.329054065	4.95990996
TCGA-EW-A1IX_tumor	0.394506469	0.429730261	0.426207882	0.669252046	0.507222603	0.848893385	3.275812646	5.021639216
TCGA-EW-A1IY_tumor	0.107248112	0.157520664	0.107248112	0.214496223	0.157042337	0.131378937	0.874934385	3.330081376
TCGA-EW-A1IZ_tumor	0.267476134	0.308255029	0.162239489	0.283919106	0.162239489	0.162239489	1.346368736	4.689841913
TCGA-EW-A1J1_tumor	0.195355247	0.108530693	0.130236831	0.108530693	0.108530693	0.144707228	0.795891385	5.309788221
TCGA-EW-A1J2_tumor	0.097095091	0.126223618	0.468483812	0.492757585	0.592280053	0.706366784	2.483206943	5.067135563
TCGA-EW-A1J3_tumor	0.454579864	1.22955638	0.492917925	0.85439107	1.026912344	0.969405253	5.027762836	3.995865895
TCGA-EW-A1J5_tumor	0.421955767	0.809365448	0.315849931	0.621829551	0.910536129	0.604556508	3.684093334	5.047674709
TCGA-EW-A1J6_tumor	5.922615602	8.652848965	7.245072387	8.386224613	8.155150175	8.969243196	47.33115494	6.624453708
TCGA-EW-A1OV_tumor	0	0.320311593	0.289875092	0	0.530694218	0.394229653	1.535110556	3.452778186
TCGA-EW-A1OW_tumor	0.189301146	0.298149305	0.210936374	0.690949183	0.27921919	0.937040673	2.605595871	4.06012065
TCGA-EW-A1OX_tumor	0	0.174032106	0	0.207870908	0.174032106	0.321959395	0.877894515	4.735230353
TCGA-EW-A1OY_tumor	0.187613892	0.370537437	0.22172585	0.595674108	0.250151231	0.867714251	2.493416769	6.805489498
TCGA-EW-A1OZ_tumor	0	0.222260746	0.301638808	0.515802362	0.330214863	0.241311047	1.611227826	4.223794432
TCGA-EW-A1P0_tumor	0.355706145	0.355706145	0.675841675	0.706471531	0.177853072	0.177853072	2.44943164	5.2354664
TCGA-EW-A1P1_tumor	0.196413987	0.323505621	0.196413987	0.196413987	0.302805551	0	1.215553133	3.144693527
TCGA-EW-A1P3_tumor	0.790568143	0.88503855	0.92978769	0.979508957	0.408820189	0.785596016	4.779319545	5.455309213
TCGA-EW-A1P4_tumor	0	0.261171568	0.141173821	0.141173821	0.282347641	0.642340883	1.468207734	3.491186761
TCGA-EW-A1P5_tumor	0.153774271	0	0	0	0.396576156	0.449789742	1.000140169	4.139845742
TCGA-EW-A1P6_tumor	0	0.260428782	0.209475871	0.209475871	0.298503117	0.58653244	1.564416081	5.07723086
TCGA-EW-A1P7_tumor	0	0.358306531	0.147996337	0.310792307	0.628984431	0.684483058	2.130562664	3.344397089
TCGA-EW-A1P8_tumor	0	0	0.142740294	0.146308801	0	0.267638051	0.556687146	4.047516099
TCGA-EW-A1PA_tumor	0.508833805	0.31174311	0.706963782	0.990649886	1.094217829	1.188779863	4.801188275	4.85690685
TCGA-EW-A1PB_tumor	0.247149364	0.123574682	0.175064545	0.438690121	0.386170881	0.342919742	1.713569335	4.506091978
TCGA-EW-A1PC_tumor	0.098111902	0.268364505	0.259996541	0.397353204	0.274713326	0.360561241	1.659100719	4.551742297
TCGA-EW-A1PD_tumor	0.135400342	0.352861416	0.243720616	0.140415571	0.240712021	0.264030668	1.377140634	3.741214349
TCGA-EW-A1PE_tumor	0.238614093	0.388852595	0.400636007	0.886701751	0.883755898	0.565603775	3.364164119	4.721495752
TCGA-EW-A1PF_tumor	0.487855191	0.271030661	0.135515331	0.135515331	0.369279276	0.296126746	1.695322536	4.56462027
TCGA-EW-A1PG_tumor	0.211802351	0.211802351	0.550686114	1.191388227	0.302574485	0.762488465	3.230741993	3.962004738
TCGA-EW-A1PH_tumor	0.377817342	0.563524172	0.486679966	0.633964693	0.659579428	0.896515727	3.618081328	4.721942328
TCGA-EW-A2FR_tumor	0	0.144675853	0.245447407	0.223519906	0.396519005	0.372406362	1.382568533	3.42129911
TCGA-EW-A2FS_tumor	0.453655621	0.415109719	0.249065831	0.515922079	0.936961936	0.290576803	2.861291989	4.292504403
TCGA-EW-A2FV_tumor	0.120551458	0.128732103	0.212401254	0.220856154	0	0.201493727	0.884034696	3.179473889
TCGA-EW-A2FW_tumor	0	0.150801072	0.147122997	0	0.239074871	0.52228664	1.05928558	6.606726331
TCGA-EW-A3E8_tumor	0.223983673	0.229726844	0.666207849	0.806915541	0.264185871	0.390535635	2.581555413	5.30010064
TCGA-EW-A3U0_tumor	0.679793652	0.527548199	0.775389634	0.626684773	0.25492262	0.924094496	3.788433374	3.965263005
TCGA-EW-A423_tumor	0.220061302	0.839952292	0.65708445	1.562125295	1.050715228	0.595095351	4.925033918	5.410698647
TCGA-EW-A424_tumor	0.367645725	0.471812014	0.818011739	0.444238585	1.341906897	0.805756881	4.249371841	5.637751094
TCGA-EW-A6S9_tumor	0.147217652	0.147217652	0.147217652	0	0.261311332	0.147217652	0.85018194	3.807703435
TCGA-EW-A6SA_tumor	1.588488746	4.345448338	3.511728599	5.008634494	4.553878273	5.918146937	24.92632539	7.327427066
TCGA-EW-A6SB_tumor	0	0	0.153664286	0.153664286	0	0.207446786	0.514775358	4.73060181
TCGA-EW-A6SC_tumor	0.316886576	0.197174433	0.304211113	0.175766421	0.409839972	0.582131626	1.986010141	4.884025357
TCGA-EW-A6SD_tumor	0.150714694	0.150714694	0.339108062	0.150714694	0.45591195	0.32780446	1.574968554	1.864828562
TCGA-GI-A2C8_tumor	0.409175202	0.63155303	0.332084222	0.610797766	0.542601899	0.169007149	2.695219268	4.078677926
TCGA-GI-A2C9_tumor	0.524382935	1.114313736	0.340848908	0.989772789	0.963553642	0.842290089	4.775162099	4.310402665
TCGA-GM-A2D9_tumor	0.415739527	0.682557433	0.552251014	0.980400676	1.334089528	0.310253378	4.275291556	3.9779796
TCGA-GM-A2DA_tumor	0.353021991	0.476579688	0.353021991	0	1.20027477	1.412087964	3.794986404	3.662395908
TCGA-GM-A2DB_tumor	0	0	0	0	0.382712901	0.372058164	0.754771065	3.292238924
TCGA-GM-A2DC_tumor	0.929762598	0.579734326	0.825847955	0.727402503	0.760217654	1.706387828	5.529352864	5.523603406
TCGA-GM-A2DD_tumor	0	0.270847024	0.316890384	0.172066603	0.686595833	0	1.446399844	3.742101154
TCGA-GM-A2DF_tumor	1.313206877	4.434706645	4.178385516	5.459991158	5.273894996	3.75001322	24.41019841	3.558548469
TCGA-GM-A2DH_tumor	0.222854081	0.401687603	0.375175121	0.426449168	0.497982576	1.15553968	3.079688229	3.985996191
TCGA-GM-A2DI_tumor	0	0.849972979	0	0.311916689	0.450544943	0	1.612434611	4.157976335
TCGA-GM-A2DK_tumor	0.39384627	0	0.354461998	0	0	0	0.748308268	5.402434463
TCGA-GM-A2DL_tumor	0.181382616	0.244866532	0.181382616	0.362765232	0.340092405	0.385438059	1.69592746	3.666723273
TCGA-GM-A2DM_tumor	0	0.143361014	0.148480436	0.272385926	0.143361014	0.232961647	0.940550037	4.99247404
TCGA-GM-A2DN_tumor	0.184468045	0.230135501	0.197372609	0.331359266	0.386016464	0.539739835	1.86909172	3.94723995
TCGA-GM-A2DO_tumor	0.361716876	0.82677988	1.10323647	0.461189016	1.14845108	1.392609971	5.293983293	4.937668057
TCGA-GM-A3NW_tumor	0.151200048	0.389340124	0.151200048	0.306180098	0.279720089	0.21924007	1.496880477	5.248706009
TCGA-GM-A3NY_tumor	0.12088986	0.625605024	0.729988582	1.027563807	1.432544836	0.746494883	4.683086992	4.941271317
TCGA-GM-A3XG_tumor	0	0	0	0	0.134047957	0.134047957	0.268095914	4.936622597
TCGA-GM-A3XL_tumor	0	0.346630037	0.256069036	0.224841105	0.743224763	0.671400521	2.242165462	5.301637588
TCGA-GM-A3XN_tumor	0	0.357262838	0.203213724	0.78335613	0.59980825	0.311375868	2.25501681	4.994953871
TCGA-GM-A4E0_tumor	0	1.146753208	0	0	0	0.559042748	1.705795956	4.229547789
TCGA-GM-A5PV_tumor	0	0.162580097	0.588385499	0.541933114	0.422708251	0.325160193	2.040767154	5.127010431
TCGA-GM-A5PX_tumor	0	0	0	0	0	0.327872094	0.327872094	4.731663211
TCGA-HN-A2NL_tumor	0.184353843	0	0	0	0.122902562	0.122902562	0.430158967	3.728736297
TCGA-HN-A2OB_tumor	0.174813714	0.174813714	0.310294343	0.751698971	0.4282936	0.511492691	2.351407033	4.896197911
TCGA-JL-A3YW_tumor	0.124873695	0.268478444	0.496372937	0.452667144	0.293453183	0.496372937	2.13221834	3.348629396
TCGA-JL-A3YX_tumor	0.231984567	0.313188298	0.919100763	0.677542229	0.451694426	0.73940478	3.332915063	4.926710887
TCGA-LD-A66U_tumor	0.129214128	0.129214128	0	0	0	0	0.258428256	5.579232156
TCGA-LD-A74U_tumor	0.260490029	0	0.474063917	0.585835084	0.782398172	0.901877695	3.004664897	4.670832614
TCGA-LD-A7W6_tumor	0.173989415	0.394376006	0.482717778	0.579964715	0.278383063	0.463971772	2.373402749	6.191267006
TCGA-LD-A9QF_tumor	0	0.172490557	0	0.172490557	0.344981115	0.310483003	1.000445232	3.426756922
TCGA-LL-A440_tumor	0.397752753	0.859757874	0.761849504	0.771028414	0.336560022	0.767968777	3.894917344	4.082195156
TCGA-LL-A441_tumor	0.535879253	1.881666924	1.437130725	1.90906984	2.307934512	2.609366592	10.68104785	4.664758831
TCGA-LL-A442_tumor	0.253181132	0.516287764	0.106451085	0.255482605	0.375240076	0.577497138	2.0841398	5.243209902
TCGA-LL-A50Y_tumor	0	0	0	0	0	0	0	6.113245901
TCGA-LL-A5YL_tumor	0	0	0	0	0	0	0	4.340808464
TCGA-LL-A5YM_tumor	0	0	0	0	0	0	0	5.940549416
TCGA-LL-A5YN_tumor	0	0	0	0	0	0	0	4.784822405
TCGA-LL-A5YO_tumor	0	0.488342867	0	0	0.242122516	0.439485578	1.169950961	4.126278824
TCGA-LL-A5YP_tumor	0	0	0.177784225	0.177784225	0	0.177784225	0.533352675	3.705088338
TCGA-LL-A6FP_tumor	0	0	0	0	0	0	0	5.743562686
TCGA-LL-A6FQ_tumor	0	0	0	0	0	0.142524403	0.142524403	5.916970896
TCGA-LL-A6FR_tumor	0	0	0	0	0	0	0	3.760039887
TCGA-LL-A73Y_tumor	0.202064442	0.257469208	0.482347377	0.534493039	0.902771779	0.518197519	2.897343364	3.449682215
TCGA-LL-A73Z_tumor	0	0.190365391	0.190365391	0.190365391	0.190365391	0	0.761461564	3.982235422
TCGA-LL-A740_tumor	0.157422391	0.157422391	0.196777989	0.314844782	0.291694245	0.274031453	1.392193251	3.382659859
TCGA-LL-A7SZ_tumor	0	0	0	0	0	0	0	4.066683528
TCGA-LL-A7T0_tumor	0.182339387	0.328210897	0.239320446	0.656421794	0.448835696	0.569810585	2.424938805	3.118128899
TCGA-LL-A8F5_tumor	0	0	0	0.14369163	0	0	0.14369163	4.046520253
TCGA-LL-A9Q3_tumor	0	0	0.188197733	0.188197733	0.188197733	0	0.564593199	4.360751677
TCGA-LQ-A4E4_tumor	0.946519119	0.260309967	0.202463983	1.064233703	0.966765517	1.316015887	4.756308176	3.689682573
TCGA-MS-A51U_tumor	1.303040033	0.478923909	0.458158823	0.375770884	0.641573146	0.397874819	3.655341614	5.918356114
TCGA-OK-A5Q2_tumor	0.161718334	0.161718334	0.327479626	0.347694417	0.307264834	0.529627543	1.835503088	5.048817155
TCGA-OL-A5D6_tumor	0.238301341	0	0.541327092	0.22359197	0.445711768	0.485428658	1.934360829	3.540262741
TCGA-OL-A5D7_tumor	0.289033127	0.276255998	0.358960496	1.067557838	1.17011798	1.762169707	4.924095146	6.042496078
TCGA-OL-A5D8_tumor	0	0.338740508	0.47750168	0.39179625	0.318334453	0.489745313	2.016118204	5.231540802
TCGA-OL-A5DA_tumor	0	0.21774192	0.330800224	0.531792766	0.515043387	0.322103947	1.917482244	6.129994626
TCGA-OL-A5RU_tumor	0.167878991	0.344151931	0.191862183	0.167878991	0.167878991	0.351496637	1.391147724	4.342889117
TCGA-OL-A5RV_tumor	0.167536873	0.73716224	0.73716224	0.590567476	0.431407447	0.959148596	3.622984872	4.947422803
TCGA-OL-A5RW_tumor	0.175343859	0.175343859	0.286394384	0	0.753978592	0.526031576	1.91709227	3.987902638
TCGA-OL-A5RX_tumor	0.337618201	0.286334424	0.170945925	0.170945925	0.288165255	0.170945925	1.424955655	4.869373237
TCGA-OL-A5RY_tumor	0.376318757	0	0	0	0.376318757	1.557018858	2.309656372	3.633229118
TCGA-OL-A5RZ_tumor	0	0.741800581	0	0.741800581	0.185450145	0	1.669051307	3.426444428
TCGA-OL-A5S0_tumor	0	0	0.453134779	0.381587182	0.64869821	0.553301414	2.036721585	5.811629925
TCGA-OL-A66H_tumor	0.241733265	0.242695531	0.170312654	0.170312654	0	0.434297267	1.259351371	4.770263172
TCGA-OL-A66I_tumor	0.162295742	0.162295742	0.32020463	0.86828222	0.835823072	0.677584723	3.026486129	5.225388591
TCGA-OL-A66J_tumor	0	0	0.182485481	0.182485481	0.182485481	0.450846806	0.998303249	5.477977366
TCGA-OL-A66K_tumor	0.432803921	0.169357761	0.469967788	0.318790582	0.338715523	0.169357761	1.898993336	4.819089511
TCGA-OL-A66L_tumor	0	0	0	0	0	0	0	5.458870687
TCGA-OL-A66N_tumor	0	0	0	0	0	0	0	5.179228624
TCGA-OL-A66O_tumor	0	0	0	0	0.128303405	0	0.128303405	6.180588939
TCGA-OL-A66P_tumor	0	0	0	0	0.167220576	0.236896374	0.40411695	3.170001745
TCGA-OL-A6VO_tumor	0.21497392	0.388653901	0.706863399	0.612129129	0.444522344	0.797954043	3.165096736	4.98442964
TCGA-OL-A6VQ_tumor	0.418599455	0	0	0	0.418599455	0.418599455	1.255798365	4.702598085
TCGA-OL-A6VR_tumor	0.125309598	0.266282895	0	0.125309598	0.181900665	0.125309598	0.824112354	6.433748534
TCGA-OL-A97C_tumor	0	0.388228307	0.424624711	0.667267403	0.285105163	0.564144259	2.329369843	4.305586523
TCGA-PE-A5DC_tumor	0.293127486	0.309189266	0.517992406	0.381467276	0.461776176	0.602316751	2.565869361	4.730745875
TCGA-PE-A5DD_tumor	0.418168136	0.983645501	1.42557319	1.12145091	0.917118752	0.717538506	5.583494995	5.12411307
TCGA-PE-A5DE_tumor	0.364564146	0.182282073	0.496718649	0.660772515	0.525814514	0.182282073	2.41243397	4.066121823
TCGA-PL-A8LV_tumor	0	0.458301439	0.157131742	0.72925313	0.714949428	0.75030407	2.809939809	3.780809839
TCGA-PL-A8LX_tumor	0.179565688	0.179565688	0	0.179565688	0.179565688	0.483446498	1.20170925	5.209698809
TCGA-PL-A8LY_tumor	0	0	0	0	0.201664641	0.39324605	0.594910691	4.362293766
TCGA-PL-A8LZ_tumor	0.498753768	0.899621283	0.517398769	0.764445028	1.594147558	1.421681302	5.696047708	4.387259521
TCGA-S3-A6ZF_tumor	0.248947089	0.846950857	0.423475429	0.223787828	0.430361208	0.296088511	2.469610922	4.22408567
TCGA-S3-A6ZG_tumor	0.23104291	0.403511561	0.413273937	0.462085819	0.240304151	0.197491574	1.947709952	5.512242712
TCGA-S3-A6ZH_tumor	0.164807695	0.608008412	0.307344911	0.187079511	0.260575034	0.878605562	2.406421125	6.239170465
TCGA-S3-AA0Z_tumor	0.655868832	1.448106431	0.870162609	1.827990853	1.75980647	2.00007525	8.562010445	4.090189259
TCGA-S3-AA10_tumor	0.414452137	0.329237679	0.154935378	0.491919826	0.526780286	0.553893977	2.471219283	4.425216651
TCGA-S3-AA11_tumor	1.43783068	1.527695097	0.889184762	0.81823917	0.997968005	1.002697711	6.673615425	4.329568036
TCGA-S3-AA12_tumor	0.210278793	0.420557587	0.725461837	0.431071526	0	0.210278793	1.997648536	6.650096376
TCGA-S3-AA14_tumor	0	0.396823126	0.295283818	0.608118557	0.417437314	0.592657915	2.31032073	4.827871855
TCGA-S3-AA15_tumor	0.164897769	0.204700792	0.25704594	0.47820353	0.230856877	0	1.335704908	3.644056501
TCGA-S3-AA17_tumor	2.250607265	2.097340103	2.073140025	3.033076457	2.871742603	3.476744556	15.80265101	6.158473747
TCGA-UL-AAZ6_tumor	0	0.269575519	0.231982498	0.405401105	0.42302724	0.571086773	1.901073135	3.907544324
TCGA-UU-A93S_tumor	0	0	0	0	0.764311821	0.79185459	1.556166411	4.337603165
TCGA-V7-A7HQ_tumor	0	0	0	0	0	0	0	5.173851144
TCGA-W8-A86G_tumor	0.523510591	0.273957865	1.29680904	1.063473158	1.265398441	1.184628327	5.607777422	5.149196248
TCGA-WT-AB41_tumor	0	0	0	0	0	0	0	6.043150019
TCGA-WT-AB44_tumor	0	0	0	0	0	0	0	3.200033494
TCGA-XX-A899_tumor	0.576072123	0.315655958	0.227973046	0.816759791	0.52477803	0.335384455	2.796623403	4.932354965
TCGA-XX-A89A_tumor	0	0.674307294	0.332831165	0.605147572	0.298251303	0.198834202	2.109371536	3.396614846
TCGA-Z7-A8R5_tumor	0	0	0	0	0	0	0	4.056430987
TCGA-Z7-A8R6_tumor	0.147696078	0.350778185	0.214159313	0.361855391	0.457857841	0.738480389	2.270827197	5.226512888
TCGA-A7-A0CE_normal	0.377555306	0.114747291	0.298946527	0.355716602	0.415958929	0.249575358	1.812500013	4.714613473
TCGA-A7-A0CH_normal	0.131872967	0	0	0	0.131872967	0.428587142	0.692333076	3.879776652
TCGA-A7-A0D9_normal	0.170401932	0	0.336318885	0	0.396184492	0.639007245	1.541912554	2.743738588
TCGA-A7-A0DB_normal	0.183305822	0.183305822	0	0	0.183305822	0	0.549917466	3.008579712
TCGA-A7-A0DC_normal	0.342913925	0	0.53886523	0.171456963	0.321481805	0.171456963	1.546174886	5.137785861
TCGA-A7-A13E_normal	0	0	0	0	0.809855646	0.357947247	1.167802893	3.183868287
TCGA-A7-A13F_normal	0	0.224398943	0.344954429	0.227264094	0.706142007	0.673675708	2.176435181	3.749150959
TCGA-A7-A13G_normal	0.630321088	0.127480784	0	0	0.369023725	0.127480784	1.254306381	2.777524266
TCGA-AC-A23H_normal	0.359861247	0.239907498	0.177315047	0.327678534	0.252780583	0.482740698	1.840283607	3.651222373
TCGA-AC-A2FB_normal	0	0.402386597	0.107303092	0.107303092	0.45872072	0.183948618	1.259662119	4.021603113
TCGA-AC-A2FF_normal	0.203571623	0.368973567	0.193393042	0.381696794	0.804107913	0.806652558	2.758395497	4.284246957
TCGA-AC-A2FM_normal	0.43460361	0	0	0.146085247	0	0	0.580688857	4.581602158
TCGA-BH-A0AU_normal	0.589657325	0.168954233	0	0.149754241	0.355666323	0.19842437	1.462456492	4.231386152
TCGA-BH-A0AY_normal	0.162726137	0	0	0	0	0.48817841	0.650904547	4.219618364
TCGA-BH-A0AZ_normal	0.219569053	0.560478897	0.130007992	0.167565856	0.664485291	0.652929025	2.395036114	4.259121743
TCGA-BH-A0B3_normal	0.323300378	0.289970442	0.693262667	0.86324534	0.623269801	0.38996025	3.183008878	4.275138853
TCGA-BH-A0B5_normal	0.185245431	0.148196345	0.188613934	0.359376136	0.148196345	0.796555354	1.826183545	2.512438112
TCGA-BH-A0B7_normal	0.228371152	0.570927879	0.301776165	0.880860157	0.301776165	0.391493403	2.675204921	4.303877239
TCGA-BH-A0B8_normal	0.158064444	0.158064444	0.21733861	0.162580345	0.158064444	0	0.854112287	2.434507693
TCGA-BH-A0BA_normal	0.358666511	0.400861833	0.457299801	0.358666511	0.478222612	0.430399813	2.484117081	4.093323828
TCGA-BH-A0BC_normal	0.663182901	0	0.994774351	0.994774351	0	0	2.652731603	4.05571954
TCGA-BH-A0BJ_normal	0	0.156602468	0.450232096	0.156602468	0.426741726	0.324950121	1.515128879	4.008659863
TCGA-BH-A0BM_normal	0	0.309912132	0	0	0	0.309912132	0.619824264	3.825457323
TCGA-BH-A0BQ_normal	0.323171434	0	0.969514301	0.969514301	0	0	2.262200036	4.303734704
TCGA-BH-A0BT_normal	0.972946197	0.521171722	0.338571411	0.248538806	0.243467082	0.258683775	2.583378993	4.371066841
TCGA-BH-A0BV_normal	0.241856542	0.552001991	0.395506581	0.4723316	0.441032518	0.532084393	2.634813625	4.227356038
TCGA-BH-A0BW_normal	0.153408679	0.678833407	0.529259944	0.897440775	0.75170253	0.437214737	3.447860072	3.744941506
TCGA-BH-A0BZ_normal	0.13571539	0.681969835	0.470157468	0.729470221	0.424110594	0.13571539	2.577138898	3.762099702
TCGA-BH-A0C0_normal	0.114963145	0.620800985	0.229926291	0.275911549	0.819112411	0.31614865	2.376863031	4.206183774
TCGA-BH-A0C3_normal	0.139303821	0.383085507	0.431841844	0.456220013	0.139303821	0.654727958	2.204482964	4.041997484
TCGA-BH-A0DD_normal	0.317081636	0.551118082	0.243908254	0.441649422	0.390495094	0.150991255	2.095243743	2.85863128
TCGA-BH-A0DG_normal	0.22963154	0.673787283	0.317254102	0.537821239	0.574078851	0.56199298	2.894565995	4.019189863
TCGA-BH-A0DH_normal	0.140795861	0	0.154875447	0.144315758	0	0	0.439987066	4.300302374
TCGA-BH-A0DK_normal	0.289926583	0.193284388	0.157912208	0.523004816	0.316218944	0.264069679	1.744416618	4.599075088
TCGA-BH-A0DL_normal	0.349302911	1.3797465	0.660764674	0.585082376	0.582171519	0.625834383	4.182902363	3.661199102
TCGA-BH-A0DO_normal	0.342176132	0.20872744	0.335332609	0.667243457	0.167285805	0.164244543	1.885009986	4.076073261
TCGA-BH-A0DP_normal	1.221091044	0	0.296318093	0.201887053	0	0.390749134	2.110045324	4.518019267
TCGA-BH-A0DQ_normal	0.212441681	0.334595648	0.318662522	0.62935848	0.44612753	0.57536324	2.516549101	4.327458454
TCGA-BH-A0DT_normal	0.285774066	0.425088923	0.167892264	0.414372395	0.346501054	0.39293934	2.032568042	4.020225756
TCGA-BH-A0DV_normal	0.154436103	0.141829074	0.23638179	0.362452078	0.583075082	0.954982431	2.433156558	4.014340292
TCGA-BH-A0DZ_normal	0	0.168935587	0	0.168935587	0.168935587	0.168935587	0.675742348	4.372430372
